ticker,price,change_pct,div_yield,market_cap
STM,33.20000076293945,-1.687887732003796,1.07,29982353408.0
CL,93.9800033569336,-1.6739887460446163,2.18,75956592640.0
GIL,71.08999633789062,-1.673591511470578,1.25,13163363328.0
PHG,30.959999084472656,-1.651843917805633,3.22,29679478784.0
ALB,168.41000366210938,-1.6411619778997983,0.95,19846649856.0
SNN,35.66999816894531,-1.627137837558905,2.1,15140346880.0
PSKY,10.9399995803833,-1.6187077970165946,1.8,12068647936.0
IFF,81.62000274658203,-1.6152318619557793,1.93,20918153216.0
AOS,77.69000244140625,-1.6084050883887975,1.77,10743744512.0
YUMC,54.61000061035156,-1.6036025038710586,2.09,19292141568.0
DRI,212.97999572753906,-1.5849581241751363,2.77,24772503552.0
NVO,48.45000076293945,-1.5843972913866955,3.78,215443439616.0
SCHW,93.87000274658203,-1.583135406078895,1.34,170394648576.0
AMH,30.8700008392334,-1.5624992397366886,3.92,13042046976.0
MPC,196.47000122070312,-1.5533426816382268,1.91,59059372032.0
PRU,102.70999908447266,-1.5527678694047757,5.22,35743080448.0
IBN,30.440000534057617,-1.5523917886544216,0.81,111114231808.0
J,139.30999755859375,-1.5407504770191256,1.02,16450882560.0
SLF,65.31999969482422,-1.537528940868854,4.09,36216958976.0
GLW,129.99000549316406,-1.5301788483653584,0.85,111524675584.0
PUK,30.3700008392334,-1.523992577915253,1.56,38285008896.0
TRGP,224.16000366210938,-1.520073600430748,1.76,48237408256.0
FOX,51.470001220703125,-1.511666908157109,1.07,24028971008.0
PAG,165.6699981689453,-1.4924453657663819,3.33,10941571072.0
USB,57.88999938964844,-1.4805972715045936,3.47,90018955264.0
WSM,210.82000732421875,-1.467563699344812,1.23,25167843328.0
EWBC,119.86000061035156,-1.463333433268952,2.63,16491010048.0
MA,520.260009765625,-1.4621711028268674,0.66,464299655168.0
CI,285.9200134277344,-1.4476705363781066,2.15,76376621056.0
FITB,52.900001525878906,-1.4346872914781352,2.98,47612563456.0
ZTS,127.27999877929688,-1.4326694289174189,1.64,56091430912.0
HSBC,86.83999633789062,-1.43019541209253,2.27,298137944064.0
AAPL,260.5799865722656,-1.4261469431454126,0.39,3829985181696.0
IHG,143.11000061035156,-1.425810834728745,1.27,21535776768.0
IVZ,26.360000610351562,-1.4210888706776958,3.14,11732648960.0
MET,78.0999984741211,-1.4137878431253204,2.87,51459436544.0
LOW,278.17999267578125,-1.4000681028846809,1.7,156045475840.0
STT,127.87000274658203,-1.3957356812353126,2.59,35715682304.0
WMT,124.87000274658203,-1.3820881077553437,0.74,995569958912.0
QCOM,141.27000427246094,-1.3753149575222132,2.49,150882746368.0
TEL,232.39999389648438,-1.3707978268449,1.21,68217647104.0
UDR,37.72999954223633,-1.3594783209507761,4.5,14204932096.0
JEF,53.150001525878906,-1.3365461672205543,2.97,10985641984.0
CRM,185.2899932861328,-1.3312743433516117,0.89,176396075008.0
DB,35.79999923706055,-1.2958401289529629,3.25,68398723072.0
RNR,300.0,-1.28981746990692,0.54,13064292352.0
HD,378.5799865722656,-1.2880690923335802,2.4,376880726016.0
PNR,100.4800033569336,-1.2869609458800182,1.06,16471814144.0
LPLA,327.9200134277344,-1.2824310139005743,0.36,26253561856.0
SAN,12.369999885559082,-1.2769341645801393,2.05,182497017856.0
LVS,58.09000015258789,-1.2746430966265279,1.78,39276650496.0
GPC,119.37000274658203,-1.2736753526457358,3.52,16605620224.0
PSX,155.41000366210938,-1.264288635032436,3.23,62804951040.0
EVR,326.8699951171875,-1.2596705292703336,1.01,12642715648.0
MS,174.3699951171875,-1.2571500462887675,2.27,277127856128.0
GPN,80.25,-1.2429265440298958,1.23,22470942720.0
SYK,372.6600036621094,-1.2350269192338867,0.93,142612758528.0
REGN,782.3800048828125,-1.234595106200143,0.47,82713067520.0
GIS,44.79999923706055,-1.234570912160037,5.38,23904477184.0
BBVA,23.200000762939453,-1.2345636909510558,3.52,132845715456.0
TXT,99.02999877929688,-1.216958823644015,0.08,17247305728.0
IBKR,73.98999786376953,-1.2149581356082577,0.43,125778378752.0
HCA,528.6599731445312,-1.1887492345222916,0.58,118220111872.0
KVUE,18.65999984741211,-1.1652506521910213,4.4,35752267776.0
NMR,9.390000343322754,-1.15789112291838,4.33,27549108224.0
LYB,55.33000183105469,-1.1434686004825452,9.79,17809231872.0
MTB,229.11000061035156,-1.13915831268541,2.59,35802857472.0
RF,29.719999313354492,-1.1310717186575692,3.48,26060769280.0
LRCX,237.38999938964844,-1.1245770292079755,0.43,298168942592.0
AMP,472.42999267578125,-1.1218350683942098,1.34,43891445760.0
STLD,190.5800018310547,-1.120682577850183,1.04,28054251520.0
WFC,87.56999969482422,-1.11788379749505,2.03,274889637888.0
AMGN,375.5,-1.11395224605527,2.54,202419896320.0
BK,118.16000366210938,-1.1130590220417291,1.77,82398773248.0
SONY,22.25,-1.1111111111111112,0.67,132684341248.0
KMB,108.68000030517578,-1.110101186318767,4.66,36073324544.0
BAC,52.77000045776367,-1.105697424736224,2.06,385352695808.0
TSCO,51.959999084472656,-1.1039242880623503,1.83,27455850496.0
MPWR,1175.219970703125,-1.1023946561569278,0.67,57243791360.0
CCI,86.47000122070312,-1.0980202231748422,4.86,37655871488.0
EVRG,79.52999877929688,-1.082092947849009,3.46,18308931584.0
BR,176.2100067138672,-1.0723043205024265,2.19,20572291072.0
GILD,151.1199951171875,-1.0606326553059255,2.15,187491500032.0
STZ,154.63999938964844,-1.0557258732896588,2.61,26921875456.0
PNC,230.3000030517578,-1.048381190949966,2.92,93113491456.0
MCK,937.1400146484375,-1.0380430593156782,0.35,115668049920.0
AXP,342.6499938964844,-1.0368520214723038,0.95,236035014656.0
WTFC,153.49000549316406,-1.0316531578482362,1.32,10279980032.0
MT,64.44999694824219,-1.0288786395590415,0.92,49392709632.0
IR,96.19999694824219,-1.0288066166632575,0.08,38009618432.0
DIS,106.0,-1.0270760875751925,1.4,187979022336.0
RMD,256.2900085449219,-1.0119327488816252,0.93,37409701888.0
BLK,1081.280029296875,-1.0052533618900927,1.91,167761575936.0
ERIE,274.6300048828125,-0.9985541004393585,2.0,14360367104.0
HLT,312.7300109863281,-0.9972121843080834,0.19,72689451008.0
CAH,222.75999450683594,-0.9911600212818698,0.91,52418994176.0
AMT,184.7899932861328,-0.9806033002549073,3.64,86528139264.0
